Winner,B_avg_SIG_STR_pct,B_avg_TD_pct,B_avg_SUB_ATT,B_avg_SIG_STR_landed,B_avg_TD_landed,B_wins,B_losses,B_draw,B_Height_cms,B_Reach_cms,R_avg_SIG_STR_pct,R_avg_TD_pct,R_avg_SUB_ATT,R_avg_SIG_STR_landed,R_avg_TD_landed,R_wins,R_losses,R_draw,R_Height_cms,R_Reach_cms,B_age,R_age
Red,0.5015625,0.37359375,0.0625,62.4375,1.0625,6,1,0,170.18,180.34,0.44296875,0.0103125,0,54.03125,0.03125,5,2,0,180.34,182.88,28,32
Blue,0.4275,0.08875,0.125,33.375,0.875,3,1,0,180.34,190.5,0.50609375,0.0725,0.34375,38.28125,0.15625,5,2,0,177.8,177.8,33,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,182.88,0.609121094,0.011875,1.0703125,98.46484375,0.078125,8,2,0,180.34,190.5,31,27
Blue,0.39,0.115,1,18.5,2,1,1,0,175.26,175.26,0.495,0,1,6,0,1,1,0,185.42,183.5219184,31,25
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,172.72,183.3322081,0.3,0.0375,0.1875,26.90625,0.1875,4,2,0,190.5,190.5,31,31
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,172.72,185.42,0.506875,0.415625,0,16.875,0.90625,2,4,0,190.5,187.96,23,34
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,183.3322081,0.44625,0.03125,0,22.125,0.0625,5,1,0,187.96,193.04,25,32
Red,0.5,0,2,1,0,0,1,0,177.8,182.88,0.515,0.475,0.75,32.75,3.5,3,0,0,177.8,182.88,26,24
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,165.1,183.3322081,0.31,0.775,0,17,4,0,2,0,175.26,185.42,28,26
Red,0.7175,0.1875,0,30.25,0.25,3,1,0,190.5,200.66,0.431875,0.203125,0,17.5859375,0.78125,5,3,0,182.88,190.5,30,30
Red,0.51,0,0.5,33.5,0,1,1,0,177.8,180.34,0.40625,0.56625,1.75,60.5,3.625,3,1,0,175.26,195.58,27,22
Red,0.445429688,0.171875,0,86.33203125,0.203125,4,6,0,160.02,162.56,0.415,0,0,116.75,0,3,0,0,165.1,160.02,34,29
Blue,0.47375,0.101875,0.5,51.25,0.6875,4,1,0,193.04,198.12,0.458178711,0.188300781,0.376464844,64.88867188,0.570800781,8,5,0,193.04,193.04,28,32
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,180.34,0.334237344,0.148132137,0.220183372,33.78529033,0.788705528,14,12,0,177.8,180.34,27,35
Red,1,0.42,1,1,3,1,0,0,180.34,185.42,0.43,0,0,39,0,0,1,0,175.26,182.88,34,34
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,183.3322081,0.375,0.6,0,38,1.5,1,1,0,180.34,185.42,32,26
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,167.64,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,200.66,183.5219184,20,29.68660624
Blue,0.38,0,1,60,0,0,1,0,177.8,190.5,0.425,0.25,0.25,12.75,0.25,1,2,0,177.8,185.42,29,36
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,170.18,177.8,0.33,0.5,1,23.5,0.5,2,0,0,172.72,170.18,28,20
Blue,0.322924805,0.479228516,0.755859375,17.97314453,2.177734375,5,7,0,165.1,170.18,0.342011719,0.18640625,0.078125,18.92773438,2.60546875,4,6,0,165.1,167.64,34,32
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,172.72,172.72,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,170.18,172.72,23,28
Blue,0.445,0.325,0,32,1.25,1,2,0,190.5,187.96,0.465,0.58,1.5,49.75,1.375,3,1,0,182.88,185.42,31,34
Red,0.465,0.75,0,88.5,0.75,3,0,0,180.34,190.5,0.46,0.66,0,75,2,1,0,0,180.34,182.88,26,29
Red,0.58,0,0,34,0,0,1,0,165.1,183.3322081,0.49625,0.19625,0.25,45.375,0.625,3,1,0,160.02,162.56,24,31
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,185.42,0.32,0,0,41,0,1,0,0,182.88,187.96,27,32
Blue,0.72,0.25,0,16,4,1,0,0,198.12,195.58,0.6890625,0,0,56.96875,0,2,4,0,193.04,208.28,35,32
Blue,0.346912918,0.205130768,0.625549316,30.06505966,0.564702988,11,9,0,167.64,177.8,0.233046185,0.041809773,0.032616615,15.03095269,0.141824722,12,12,0,175.26,177.8,38,38
Blue,0.7025,0.125,0,15.375,0.5,2,2,0,193.04,195.58,0.4125,0.53125,0,27.3125,1.0625,3,2,0,182.88,185.42,34,35
Red,0.41,0.33,0,12,1,1,0,0,180.34,183.3322081,0.453125,0.3778125,0.5,62.8125,3.875,5,1,0,167.64,172.72,28,28
Red,0.566816406,0.912714844,0.033203125,23.70019531,1.684570313,5,6,0,182.88,177.8,0.547335205,0.375,1.064941406,59.32910156,1.5,7,7,0,187.96,190.5,33,29
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,187.96,0.532910156,0.629882813,0.634765625,49.33007813,0.880859375,5,5,0,187.96,187.96,33,30
Red,0.5625,0,0,42,0,3,0,0,187.96,190.5,0.519732819,0.039672852,0.015625,84.5667572,0.040283203,13,4,0,193.04,195.58,25,34
Blue,0.4771875,0.3025,0.125,24.53125,1.5625,4,2,0,190.5,193.04,0.59515625,0.66703125,0.25,51.359375,3.046875,4,3,0,190.5,198.12,37,33
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,170.18,183.3322081,0.68875,0.90125,0.5,16.125,3.125,3,1,0,175.26,185.42,26,28
Blue,0.5,0,0,48.5,0,1,1,0,193.04,195.58,0.226640625,0,0.0625,12.7734375,0,3,5,0,195.58,195.58,33,34
Red,0.3925,0.1,0.5,31.25,0.5,1,2,0,170.18,180.34,0.37234375,0.265625,0,39.828125,0.515625,2,5,0,185.42,182.88,29,31
Blue,0.482460937,0.477421875,0.5703125,42.0234375,2.41796875,6,3,0,180.34,185.42,0.59,0.335,0,39,1.25,2,1,0,170.18,177.8,23,32
Red,0.438125,0.0215625,0.140625,55.5625,0.140625,5,2,0,170.18,172.72,0.56,0.265,0,43,4,2,0,0,167.64,172.72,31,26
Red,0.315,0.18,0.5,7,3.5,2,0,0,182.88,187.96,0.545,1,0,20.5,2,2,0,0,182.88,185.42,26,35
Red,0.502133179,0.081295166,0.088195801,37.75671387,0.311340332,9,6,0,180.34,193.04,0.3225,0.1375,0,36.875,1,1,3,0,180.34,187.96,31,34
Blue,0.415,0.625,0,41.125,0.625,2,2,0,177.8,185.42,0.36,0.665,0.5,43.5,1,3,0,0,180.34,193.04,25,28
Blue,0.435,0.2675,0,40.75,3.75,2,1,0,175.26,175.26,0.570101891,0.385781021,0.09431839,48.41703415,2.592025757,14,5,0,172.72,177.8,32,31
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,187.96,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,170.18,182.88,26,25
Red,0.3,0.25,0,20,1,0,1,0,172.72,175.26,0.535,0,0,24.8125,0,2,3,0,170.18,175.26,27,26
Red,0.6925,0.11375,0.875,19.25,0.5625,3,2,0,190.5,193.04,0.46,0.355,1,19.5,2.5,2,0,0,187.96,187.96,32,26
Red,0.27,0,0,6,0,1,0,0,182.88,180.34,0.3,0,0,57,0,1,0,0,182.88,187.96,26,26
Blue,0.46,0,0.5,14.5,0,1,2,0,190.5,195.58,0.62,0.25,0,32.75,0.25,1,2,0,190.5,187.96,22,33
Blue,0.55625,0.2125,0,32.875,1.5,2,2,0,185.42,190.5,0.25,1,1,1,1,2,0,0,180.34,177.8,24,31
Red,0.39,0.16,0,16,1,0,1,0,185.42,183.3322081,0.386645508,0.258427734,0.031738281,68.04882813,1.924560547,11,3,0,185.42,190.5,30,32
Red,0.35,1,0,32,1,0,1,0,182.88,182.88,1,0,0,3,0,0,1,0,172.72,185.42,26,27
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,193.04,200.66,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,182.88,187.96,26,25
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,170.18,183.3322081,0.45,0.08,1.5,76.5,0.5,2,0,0,180.34,177.8,23,25
Red,0.3521875,0.1425,0.15625,52.90625,0.25,3,3,0,170.18,180.34,0.350961914,0.081411133,0.038818359,32.1784668,0.508544922,7,6,0,177.8,177.8,34,33
Red,0.57,0,0,4,0,0,1,0,172.72,183.3322081,0.34,0,0,11,0,0,1,0,180.34,175.26,23,20
Red,0.39,0.25,0,42.25,0.5,1,2,0,165.1,170.18,0.35875,0.025,0,37.3125,0.125,3,2,0,165.1,170.18,27,27
Red,0.3,0.56,2.5,29.5,3.5,1,1,0,175.26,175.26,0.4,0.33,5,34,2,1,0,0,180.34,180.34,28,22
Red,0.62390625,0.50390625,0,20.140625,0.5078125,4,4,0,185.42,185.42,0.5375,0.75,0.75,37.5,0.75,3,0,0,182.88,182.88,36,26
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,190.5,187.96,0.22,0,0,5,0,0,1,0,193.04,183.5219184,31,32
Blue,0.355,0.225,1,44,2.5,1,1,0,175.26,195.58,0.475,0.3,0.5,48.75,1.5,2,1,0,180.34,185.42,22,30
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,170.18,170.18,23,26
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,170.18,183.3322081,0.436875,0.4771875,0.03125,53.96875,5.53125,4,2,0,167.64,175.26,28,28
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,190.5,187.96,0.458397141,0.253496399,0.448410034,34.5776825,2.890769958,12,6,0,185.42,182.88,29,36
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,170.18,170.18,0.450625,0.2578125,0.35546875,41.37304688,0.2578125,5,5,0,177.8,185.42,31,26
Red,0.42,1,1,9,1,1,0,0,187.96,183.3322081,0.7,1,0,14,1,1,0,0,190.5,183.5219184,27,28
Red,0.63,0.5,0.5,23,0.5,1,1,0,175.26,185.42,0.485,0,0.5,22.5,0,2,0,0,185.42,198.12,31,28
Red,0.66,0,0,8,0,1,1,0,182.88,187.96,0.4,0,0,61,0,1,1,0,182.88,190.5,27,26
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,180.34,182.88,0.498789063,0.029023438,0.046875,27.57421875,0.12890625,6,3,0,185.42,193.04,25,35
Blue,0.406171875,0.4628125,0.5,36.4140625,1.2578125,3,5,0,185.42,182.88,0.255,0.5,0.25,18.5,0.5,2,1,0,170.18,177.8,31,32
Blue,0.40125,0.3525,0.75,20.75,3.25,3,1,0,185.42,195.58,0.50696991,0.271008301,0.236694336,40.65982056,0.906860352,9,7,0,185.42,195.58,31,34
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,185.42,0.50875,0.29125,0,40.625,0.625,3,1,0,177.8,182.88,27,34
Blue,0.557050781,0.44140625,0.2109375,45.48828125,1.46875,9,2,0,187.96,187.96,0.550625398,0.369631957,1.047243431,72.22819154,2.525750101,18,9,0,172.72,177.8,27,34
Blue,0.51,0.3325,0.5,62,1.5,3,0,0,162.56,160.02,0.478161011,0.413769531,0.010314941,58.72412109,2.620849609,11,4,0,154.94,157.48,30,27
Blue,0.39,0.4,0,91,4,0,1,0,182.88,185.42,0.41375,0.0625,0.125,49.25,0.125,2,2,0,187.96,185.42,29,28
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,167.64,167.64,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,167.64,183.5219184,22,24
Red,0.5525,0.625,1.5,53.5,1.75,3,0,0,167.64,167.64,0.45,0,0,46.65625,0,5,1,0,175.26,180.34,24,35
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,182.88,0.49222168,0.017246094,0.017089844,66.05371094,0.05859375,8,4,0,177.8,182.88,25,28
Blue,0.567675781,0.694289551,0.330810547,28.93408203,3.854003906,9,4,0,185.42,190.5,0.510312699,0.184815979,0.523621716,76.61409577,1.26287505,18,10,0,172.72,177.8,32,35
Red,0.411191406,0.060869141,0.501953125,11.28417969,0.561523438,8,3,0,187.96,187.96,0.515,0.625,0.75,38.5,2.125,4,0,0,187.96,193.04,30,33
Blue,0.38,0,0,29,0,0,1,0,180.34,193.04,0.43125,0,0,23,0,2,2,0,177.8,177.8,27,32
Red,0.315,0.275,0,34,2.5,1,1,0,175.26,190.5,0.63,0.35,0,38.5,3,1,1,0,175.26,180.34,29,32
Blue,0.36046875,0.018867188,0,22.48046875,0.078125,6,3,0,172.72,165.1,0.411852417,0.458557739,0.001464844,35.51123047,2.265319824,11,4,0,165.1,167.64,28,37
Blue,0.51,0,0,48,0,2,0,0,175.26,180.34,0.43765625,0.5,0.15625,36.203125,0.5,5,2,0,172.72,180.34,26,31
Blue,0.3,0.5,1,30,1,1,0,0,170.18,182.88,0.415,0.25,0.125,45.875,0.5,3,1,0,172.72,172.72,24,29
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,190.5,183.3322081,0.515,0.815,0,23.5,4,2,0,0,185.42,193.04,29.22285948,30
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,187.96,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,187.96,190.5,26,22
Blue,0.574375,0.89125,1.1875,32.125,2.5,5,0,0,187.96,198.12,0.633893127,0.033325195,0.094360352,21.4331665,0.033325195,16,0,0,187.96,195.58,29,38
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,180.34,193.04,0.42,0.6,1,25.5,1.5,2,0,0,177.8,180.34,27,28
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,167.64,183.3322081,0.34375,0.5125,2.5,14.5,3,2,2,0,167.64,180.34,27,31
Red,0.5675,0.75,0.25,61.125,2.25,2,2,0,187.96,198.12,0.468779297,0.172871094,0.006835938,75.69824219,0.89453125,8,4,0,195.58,200.66,33,29
Red,0.685,0.49,1.5,50.5,3.25,3,0,0,185.42,193.04,0.46,1,1,14,1,1,0,0,187.96,193.04,23,24
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,190.5,183.3322081,0.4475,0.165,0.25,31.5,0.5,1,2,0,190.5,198.12,31,27
Red,0.71,0.5,3,27,1,1,0,0,190.5,183.3322081,0.375,0.24,0,12.75,1.5,1,2,0,175.26,187.96,32,35
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,193.04,183.3322081,0.62,0.8,1,33.5,2.5,2,0,0,185.42,190.5,29.22285948,31
Red,0.5025,0.4525,0.25,21.5,2.75,3,0,0,180.34,182.88,0.45,0.745,1,25,1.75,3,0,0,180.34,182.88,27,24
Red,0.454375,0.046875,1.09375,37.34375,0.1875,5,1,0,175.26,177.8,0.62046875,0.6021875,0.90625,58.796875,3.078125,5,2,0,167.64,170.18,22,34
Red,0.58,1,0.25,2.25,1,2,1,0,177.8,183.3322081,0.411875,0.875,0.8125,3.75,0.875,4,1,0,180.34,183.5219184,29.22285948,24
Red,0,0,0,0,0,0,1,0,180.34,190.5,0.56,0,1,31,0,0,1,0,190.5,205.74,33,26
Blue,0.35046875,0.125,0.125,40,0.125,1,6,0,167.64,167.64,0,0,0,0,0,0,1,0,170.18,183.5219184,31,31
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,175.26,187.96,0.4075,0.4375,1,14,2.75,1,2,0,182.88,180.34,29,26
Blue,0.69,0,1,18,0,1,0,0,172.72,172.72,0.51,0.25,0.25,37.75,0.5,2,1,0,172.72,180.34,22,29
Red,0.35,0.6,0,14,3,0,1,0,182.88,183.3322081,0.363300781,0.05921875,0.88671875,28.59960938,0.353515625,4,6,0,180.34,182.88,29,28
Red,0.417955322,0.198188477,0.501464844,38.8692627,1.550292969,7,7,0,175.26,180.34,0.352109375,0.097717285,0.128723145,39.09802246,0.164123535,9,6,0,175.26,185.42,26,36
Red,0.49625,0.1925,0,41.75,1.125,3,1,0,185.42,190.5,0.481986694,0.218300781,0.5,49.4262085,1.516601563,10,5,0,187.96,193.04,31,34
Red,0.299453125,0.016601563,0.03125,16.66601563,0.033203125,6,4,0,182.88,185.42,0.61,0,0,59,0,1,0,0,180.34,182.88,37,34
Blue,0.368203125,0.0390625,0.1875,31.015625,0.1328125,5,3,0,180.34,177.8,0.4621875,0.145,0.6875,71.5625,0.3125,5,1,0,177.8,177.8,33,27
Red,0.690731201,0.214807129,0.688964844,15.99328613,1.794433594,6,8,0,165.1,170.18,0.29875,0,0.125,14.625,0,2,2,0,170.18,180.34,35,38
Red,0.350625,0.0440625,1.890625,22.953125,0.171875,5,2,0,180.34,177.8,0.435,0.125,0.375,12.5,0.125,3,1,0,170.18,185.42,27,30
Blue,0.585,0.5,0,59,1,1,1,0,172.72,177.8,0.41,0.5,2,43.5,0.5,2,0,0,167.64,182.88,25,26
Red,0.64,0.6,1,32,3,1,0,0,177.8,177.8,0.3925,0.5,0.125,11.875,1.625,3,1,0,177.8,182.88,23,32
Red,0.3625,0.625,0,29.25,1.25,3,0,0,172.72,172.72,0.43,0.5,1,48,1,1,0,0,180.34,182.88,25,26
Blue,0.54,0,0,33,0,0,1,0,187.96,187.96,0.33875,0.28609375,0.01171875,40.99414063,0.88671875,5,5,0,190.5,190.5,23,33
Blue,0.37125,0.245,1.25,34.5,1,4,1,0,177.8,180.34,0.6,0.205,1.25,44.25,0.75,3,0,0,180.34,177.8,28,25
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,190.5,198.12,0.536894531,0.208378906,0.03125,32.91992188,1.380859375,5,5,0,190.5,198.12,36,34
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,172.72,183.3322081,0.55,0.83,0,22,5,1,0,0,177.8,183.5219184,36,28
Blue,0.32,0,0,17,0,0,1,0,182.88,190.5,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,193.04,200.66,35,31
Blue,0.47,0.04125,0,40.6875,0.125,3,2,0,182.88,185.42,0.447382813,0.286914063,0.515625,68.9609375,2.29296875,6,3,0,180.34,190.5,29,31
Blue,0.41,1,1,7,1,0,1,0,177.8,187.96,0.345625,0.0625,0,46.5,0.375,2,3,0,175.26,180.34,29,34
Red,0.5875,0.24,1.25,39.75,1.25,2,2,0,190.5,190.5,0.52875,0.07875,0.625,21.375,0.375,3,1,0,185.42,185.42,33,26
Red,0.34187286,0.061949294,0.656318665,17.69152594,0.50746417,15,9,0,190.5,187.96,0.390639648,0.322915039,0,22.12744141,3.698730469,10,2,0,182.88,190.5,36,31
Red,0.565,0.5625,0,15.125,0.5625,3,2,0,182.88,182.88,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,187.96,185.42,30,25
Red,0.52,0.6,0,21,3,1,0,0,185.42,185.42,0.460625,0.5928125,0.5,16.09375,1.84375,4,2,0,187.96,193.04,32,29
Red,0.3,0.635,1.5,15.625,3.75,3,1,0,177.8,183.3322081,0.7325,1,0.875,20.125,2,4,0,0,185.42,190.5,29,37
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,193.04,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,182.88,180.34,26,25
Blue,0.43375,0.0825,0,42.25,0.25,3,1,0,180.34,182.88,0.544945068,0.398021851,0.534729004,50.16363525,1.620300293,10,5,0,172.72,180.34,31,37
Red,0.43,0.415,0.5,34,1,2,0,0,185.42,193.04,0.34,0,0,17.5,0,1,1,0,182.88,185.42,23,28
Red,0.29,0.29125,0,64.625,0.375,2,2,0,170.18,175.26,0.330625,0.253125,0.5625,57.4375,2.375,5,0,0,167.64,177.8,29,26
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,187.96,0.355,0.098125,0,25.59375,0.28125,3,3,0,185.42,193.04,30,29
Red,0.498203125,0.34953125,0.4140625,22.47265625,2.07421875,6,3,0,185.42,190.5,0.36,0.41,0,27,5,0,1,0,185.42,193.04,44,27
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,180.34,187.96,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,180.34,185.42,30,28
Blue,0.322761955,0.458503532,1.034133911,28.55564117,2.34582901,12,7,0,177.8,180.34,0.389375,0.7,0.875,40.5625,4.875,3,2,0,172.72,180.34,29,28
Draw,0.42,0,0,12,0,0,1,0,177.8,185.42,0.435,0,0,60.75,0,1,2,0,175.26,175.26,26,24
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,190.5,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,185.42,195.58,24,31
Red,0.526328125,0.703984375,0.3203125,15.6328125,1.0546875,8,1,0,177.8,183.3322081,0.6475,0.47,0,45.25,3.25,3,0,0,182.88,187.96,34,31
Red,0.35,0.25,1.5,10.5,0.5,0,2,0,172.72,167.64,0.34375,0.35125,0,52.5,1.25,3,1,0,180.34,177.8,32,27
Blue,0.4,0,0,27,0,0,1,0,165.1,162.56,0.47,0,0,25,0,0,1,0,167.64,183.5219184,24,26
Blue,0.60515625,0.9121875,1.53125,20.015625,1.703125,6,1,0,193.04,213.36,0.58875,0.056875,0.125,37.0625,0.375,3,2,0,185.42,193.04,23,29
Blue,0.471347656,0.500976563,0.162109375,32.33105469,0.500976563,7,4,0,187.96,195.58,0.391845703,0.201728516,0.62890625,33.49023438,2.573242188,7,4,0,180.34,190.5,33,32
Red,0.53796875,0.5,0,47.671875,0.5,4,3,0,195.58,203.2,0.504223633,0.322094727,0.0078125,61.22998047,1.595214844,7,5,0,190.5,198.12,32,35
Blue,0.45,0,0,96,0,1,0,0,165.1,160.02,0.4375,0.25,0.5,32.75,0.25,2,1,0,154.94,160.02,29,24
Blue,0.4025,0.375,0.5,29.5,2.5,2,1,0,185.42,195.58,0.44625,0,0,27.5,0,1,3,0,180.34,182.88,30,27
Red,0.585429688,0.18640625,1.01171875,41.109375,0.56640625,7,3,0,193.04,193.04,0.579576454,0.239436569,0.068733215,79.22290421,1.204273224,17,2,0,193.04,213.36,30,31
Red,0,0,2,0,0,1,0,0,182.88,183.3322081,0.48,0.75,0,28.5,1,1,1,0,185.42,193.04,29,27
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,187.96,0.56,0.35,0,19,1,0,2,0,182.88,187.96,27,26
Red,0.557421875,0.250625,1.0625,41.4296875,1.1171875,5,3,0,182.88,195.58,0.58,0.5,0,54,2,1,0,0,180.34,187.96,30,34
Red,0.5540625,0.311875,0,26.78125,2.03125,4,2,0,172.72,172.72,0.4725,0,0,65.25,0,4,1,0,172.72,185.42,29,29
Blue,0.4425,0.415,1.75,57.5,4,2,1,0,172.72,172.72,0.4075,0,0,45.5,0,2,1,0,180.34,185.42,26,28
Red,0.465449219,0.351953125,1.064453125,43.75683594,3.34375,8,3,0,182.88,180.34,0.47963562,0.264243164,0.017028809,24.99859619,0.284179688,11,4,0,185.42,187.96,35,35
Blue,0.431190014,0.300456753,0.09173584,32.25858116,0.477153778,12,8,0,177.8,180.34,0.339577737,0.247278724,0.204119444,40.09450316,1.321726322,15,8,0,177.8,182.88,32,34
Red,0.42859375,0.0284375,0.125,21.90625,0.078125,4,4,0,180.34,190.5,0.89328125,0.0625,0.3125,24.78125,0.0625,7,0,0,187.96,195.58,28,33
Blue,0.41,0,0,14,0,1,0,0,190.5,208.28,0.4,1,1,27,4,1,0,0,187.96,195.58,31,36
Blue,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,154.94,160.02,0.455625,0.2375,0.125,83.25,0.5,3,2,0,170.18,172.72,23,33
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,190.5,183.3322081,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,190.5,200.66,33,22
Red,0.57,0.275,0,65,2.5,1,1,0,182.88,185.42,0.54,0,0,52,0,1,1,0,182.88,185.42,26,33
Red,0.29,0,0,10,0,1,0,0,187.96,187.96,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,187.96,185.42,24,32
Blue,0.405,0.3125,1.5,51.5,1,2,1,0,187.96,190.5,0.293125,0.1875,0,23.125,0.375,4,1,0,182.88,187.96,26,28
Red,0.4025,0.75,0.5,70,1,3,0,0,170.18,172.72,0.50125,0,0,86.75,0,4,0,0,167.64,165.1,32,28
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,180.34,195.58,0.4909375,0.2621875,0.09375,35.703125,0.296875,4,3,0,187.96,190.5,31,24
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,185.42,190.5,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,190.5,195.58,30,28
Red,0.53,0,5,62,0,1,0,0,175.26,180.34,0.34,0.25,0.75,26.5,0.25,1,2,0,172.72,177.8,21,28
Red,0.49,1,0,64,2.5,2,0,0,162.56,172.72,0.275029297,0.1171875,0.3828125,33.6875,0.3203125,4,7,0,167.64,167.64,33,33
Blue,0.45875,0.7,0.75,49.125,2.75,2,2,0,172.72,180.34,0.400316391,0.251266479,7.63E-06,17.94697571,0.253669739,11,7,0,175.26,180.34,28,29
Blue,0.531640625,0.203125,0.0625,37.4609375,0.5625,5,3,0,187.96,190.5,0.51,0.32,0,52,1.5,2,0,0,182.88,185.42,31,34
Blue,0.625,0.225,1,25.5,2,1,1,0,170.18,175.26,0.333825836,0.410261536,0.251098633,38.13011932,1.129405975,11,8,0,167.64,177.8,37,36
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,182.88,182.88,0.5025,0.125,0,29.6875,0.25,4,1,0,180.34,190.5,24,26
Red,0.3425,0.8125,1.25,18.25,1,2,1,0,187.96,195.58,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,187.96,203.2,32,33
Red,0.49625,0.125,1.125,26.3125,0.25,2,3,0,190.5,190.5,0.47,0.075,0.375,42.4375,0.3125,2,3,0,185.42,193.04,28,27
Red,0.415,0.03125,0,29.6875,0.0625,2,3,0,180.34,180.34,0.415703125,0.0078125,1.5078125,12.25,0.015625,4,4,0,170.18,185.42,30,29
Red,0.45299018,0.293275199,0.466991685,33.76809563,1.127575526,0,0,0,177.8,180.34,0.455619268,0.295788642,0.4536331,34.72293911,1.166874569,0,0,0,172.72,177.8,23,27
Red,0.46870229,0.000260353,0.00073719,36.83932161,0.000260353,17,6,0,187.96,195.58,0.405078125,0.0625,0,24.8671875,0.0625,4,4,0,180.34,195.58,44,35
Blue,0.3525,0,1.5,41.25,0,2,1,0,177.8,182.88,0.551875,0.0575,0,21.1875,0.625,3,2,0,172.72,177.8,28,32
Blue,0.45,0.33,1,35,3,1,0,0,177.8,177.8,0.384191284,0.636056519,0.546142578,40.89025879,2.53326416,10,5,0,177.8,180.34,23,28
