name,nickname,wins,losses,draws,height_cm,reach_in_cm,stance,date_of_birth,,significant_strikes_landed_per_minute y,significant_striking_accuracy y,average_takedowns_landed_per_15_minutes y,takedown_accuracy,average_submissions_attempted_per_15_minutes
Zabit Magomedsharipov,,18,1,0,185.42,185.42,Orthodox,3/1/1991,33,4.89,48,5.22,56,0.8
Kay Hansen,,7,6,0,157.48,160.02,Orthodox,8/14/1999,25,3.01,50,1.83,22,0.8
Jon Fitch,,30,7,1,182.88,187.96,Orthodox,2/24/1978,46,2.61,50,3.6,51,0.8
Felice Herrig,Lil Bulldog,14,10,0,162.56,165.1,Orthodox,9/18/1984,40,3.84,37,1.08,28,0.8
Joey Gambino,The Raging Warrior,9,2,0,170.18,,Orthodox,10/26/1988,36,2.47,35,0,0,0.8
Kyung Ho Kang,Mr. Perfect,19,10,0,175.26,185.42,Orthodox,9/9/1987,37,3.35,48,1.87,57,0.8
Benson Henderson,Smooth,24,7,0,175.26,177.8,Southpaw,11/16/1983,40,2.93,45,2.4,45,0.8
Alexander Otsuka,The Diet Butcher,5,13,0,185.42,,Orthodox,7/17/1971,53,0.9,55,1.51,43,0.8
Chris Weidman,The All-American,15,7,0,187.96,198.12,Orthodox,6/17/1984,40,2.98,43,3.6,43,0.8
Bryan Caraway,Kid Lightning,21,9,0,172.72,172.72,Orthodox,8/4/1984,40,2.53,34,2.57,25,0.8
Amanda Ribas,,12,4,0,160.02,167.64,Orthodox,8/26/1993,31,4.92,42,1.99,51,0.8
Reginaldo Vieira,,13,5,0,170.18,165.1,Orthodox,11/26/1982,41,3.76,40,1.97,27,0.8
Tamires Vidal,Tractor,7,2,0,167.64,172.72,Orthodox,7/27/1998,26,4.25,55,0,0,0.8
Antonio Carlos Junior,Cara de Sapato,11,5,0,187.96,200.66,Orthodox,3/16/1990,34,1.95,42,3.42,39,0.8
Craig White,The Thundercat,14,9,0,187.96,193.04,Orthodox,7/1/1990,34,1.23,40,0,0,0.8
Urijah Faber,The California Kid,35,11,0,167.64,170.18,Orthodox,5/14/1979,45,2.65,40,1.54,30,0.8
Fabio Nascimento,Negao,11,6,0,177.8,,Orthodox,,,2.94,38,0,0,0.8
Frank Gomez,,10,6,0,177.8,170.18,Orthodox,3/31/1986,38,1.52,48,1.14,60,0.8
Chad Anheliger,The Monster,12,7,0,167.64,162.56,Orthodox,12/1/1986,37,3.07,42,1.03,36,0.8
Diego Sanchez,Nightmare,31,13,0,177.8,182.88,Southpaw,12/31/1981,42,2.69,37,1.51,24,0.8
Chris Leben,The Crippler,22,11,0,180.34,185.42,Southpaw,7/21/1980,44,2.87,42,1.14,41,0.8
Julianna Pena,The Venezuelan Vixen,12,5,0,167.64,175.26,Orthodox,8/19/1989,35,3.16,47,1.94,55,0.8
Katsunori Kikuno,,24,8,2,172.72,167.64,Orthodox,10/31/1981,42,2.64,40,1.88,75,0.8
Wellington Turman,The Prodigy,18,8,0,182.88,182.88,Orthodox,7/22/1996,28,3.23,51,1.55,20,0.8
Kyle Noke,,22,10,1,185.42,193.04,Southpaw,3/18/1980,44,3.23,50,1.53,54,0.8
Kanako Murata,,12,3,0,154.94,157.48,Orthodox,8/10/1993,31,2.15,56,3.38,56,0.8
Alistair Overeem,The Demolition Man,47,19,0,193.04,203.2,Orthodox,5/17/1980,44,3.67,64,1.42,55,0.8
John Teixeira,Macapa,21,2,2,170.18,,Orthodox,11/18/1986,37,3.36,35,1,27,0.7
Tony Sims,,12,4,0,180.34,177.8,Southpaw,10/14/1985,39,1.81,63,0.71,50,0.7
Renato Moicano,,17,5,1,180.34,182.88,Orthodox,5/21/1989,35,4.75,47,1.66,46,0.7
Khama Worthy,The Death Star,16,9,0,180.34,187.96,Orthodox,10/15/1986,38,4.18,48,0,0,0.7
Jack Shore,Tank,17,1,0,172.72,180.34,Orthodox,2/6/1995,29,3.84,58,3.42,40,0.7
Felipe Arantes,Sertanejo,18,10,1,172.72,185.42,Orthodox,2/9/1988,36,2.37,45,0.93,47,0.7
Claudia Gadelha,Claudinha,18,5,0,162.56,160.02,Orthodox,12/7/1988,35,3.31,41,3.03,42,0.7
Joaquim Silva,Netto BJJ,13,5,0,172.72,175.26,Southpaw,2/5/1989,35,3.61,41,0.45,60,0.7
Daiki Hata,DJ Taiki,17,11,7,167.64,,Orthodox,8/24/1982,42,1.44,39,0.67,100,0.7
George Sullivan,The Silencer,17,7,0,182.88,185.42,Orthodox,3/13/1981,43,3.53,39,1.37,20,0.7
Ramazan Emeev,Gorets,20,6,0,177.8,193.04,Southpaw,5/23/1987,37,2.53,45,2.37,29,0.7
Mitsuhiro Ishida,The Endless Warrior,20,8,1,167.64,,Southpaw,12/29/1978,45,1.46,41,4.76,53,0.7
Yair Rodriguez,El Pantera,16,4,0,180.34,180.34,Orthodox,10/6/1992,32,4.63,46,0.73,28,0.7
Scott Jorgensen,Young Guns,15,12,0,165.1,167.64,Orthodox,9/17/1982,42,3.37,40,2.61,45,0.7
Casey O'Neill,King,9,1,0,167.64,175.26,Orthodox,10/7/1997,27,8.77,55,1.96,42,0.7
Ian Freeman,The Machine,20,7,1,180.34,,Orthodox,11/10/1966,57,2.54,48,1.44,40,0.7
Diego Saraiva,The Octopus,22,20,1,167.64,,Orthodox,4/23/1982,42,1.64,32,1.33,40,0.7
Alexis Davis,,21,11,0,167.64,172.72,Orthodox,10/4/1984,40,4.63,49,0.95,44,0.7
Brian Camozzi,Mantis,7,5,0,187.96,198.12,Orthodox,6/24/1991,33,3.15,26,0,0,0.7
Lucie Pudilova,,14,9,0,172.72,170.18,Orthodox,6/13/1994,30,3.68,37,0.55,27,0.7
Ricardo Ramos,,16,5,0,175.26,182.88,Orthodox,8/1/1995,29,3.21,37,2.79,59,0.7
Matt Mitrione,,12,5,0,190.5,208.28,Switch,7/15/1978,46,3.55,50,0,0,0.7
Joe Duffy,Irish,16,5,0,177.8,185.42,Orthodox,2/18/1988,36,2.68,34,0.96,66,0.7
Anderson Dos Santos,Berinja,21,9,0,165.1,177.8,Orthodox,7/24/1985,39,2.7,25,0.98,14,0.7
Milton Vieira,Miltinho,13,8,2,182.88,,Orthodox,10/4/1978,46,1.13,35,2.67,53,0.7
David Kaplan,Diamond,3,4,0,170.18,,Orthodox,11/16/1979,44,2.88,46,4.88,43,0.7
Amanda Nunes,The Lioness,23,5,0,172.72,175.26,Orthodox,5/30/1988,36,4.55,51,2.73,54,0.7
Robert Sanchez,Littlefury,8,2,0,167.64,167.64,Orthodox,3/5/1986,38,0.96,40,3.61,62,0.7
Rich Franklin,Ace,29,7,0,185.42,193.04,Southpaw,10/5/1974,50,4.1,44,1.31,66,0.7
Manvel Gamburyan,The Anvil,15,10,0,165.1,170.18,Orthodox,5/8/1981,43,2.13,41,3.26,34,0.7
Don Madge,Magic Man,9,3,1,182.88,182.88,Southpaw,11/12/1990,33,2.08,52,2.22,25,0.7
Brad Scott,Bear,11,6,0,185.42,193.04,Orthodox,6/24/1989,35,3.52,41,0.32,15,0.7
Mandy Bohm,Monster,8,2,0,170.18,180.34,Orthodox,7/30/1989,35,2.51,45,0.72,18,0.7
Michelle Waterson-Gomez,The Karate Hottie,18,12,0,160.02,157.48,Orthodox,1/6/1986,38,3.56,46,1.42,32,0.7
Rafael Estevam,Macapa,12,0,0,172.72,175.26,Orthodox,8/10/1996,28,2.94,64,3.35,19,0.7
Matt Sayles,,8,4,0,170.18,172.72,Orthodox,2/21/1994,30,4.83,41,0.36,16,0.7
Mauricio Rua,Shogun,27,14,1,185.42,193.04,Orthodox,11/25/1981,42,3.57,50,2.01,48,0.7
Steven Peterson,Ocho,19,11,0,177.8,177.8,Orthodox,5/29/1990,34,4.76,40,1.42,26,0.7
Amir Albazi,The Prince,17,1,0,165.1,172.72,Orthodox,10/27/1993,31,2.8,39,1.71,33,0.7
Niklas Stolze,Green Mask,12,6,0,185.42,187.96,Switch,12/28/1992,31,2.12,48,0.66,100,0.7
Darren Uyenoyama,BC,10,6,0,167.64,165.1,Orthodox,10/15/1979,45,1.34,39,1.42,33,0.7
Drew McFedries,The Massacre,12,7,0,182.88,182.88,Southpaw,7/27/1978,46,5.13,51,1.42,100,0.7
Niko Price,The Hybrid,15,7,0,182.88,193.04,Orthodox,9/29/1989,35,5.46,42,0.7,20,0.7
Marcio Alexandre Junior,Lyoto,17,4,0,182.88,190.5,Southpaw,5/5/1989,35,1.61,45,0.35,20,0.7
Olaf Alfonso,,8,12,0,187.96,,Orthodox,8/6/1974,50,1.65,38,0.37,7,0.7
Alex Caceres,Bruce Leeroy,21,14,0,177.8,185.42,Southpaw,6/20/1988,36,4.16,50,0.56,68,0.7
Trevor Smith,Hot Sauce,15,10,0,190.5,190.5,Orthodox,1/5/1981,43,3.29,55,1.7,32,0.7
Daniel Sarafian,,10,6,0,175.26,185.42,Orthodox,8/21/1982,42,2.23,46,0.36,7,0.7
Heath Herring,The Texas Crazy Horse,28,16,0,193.04,198.12,Orthodox,3/2/1978,46,2.37,50,1.22,50,0.7
Viviane Araujo,Vivi,12,5,0,162.56,172.72,Orthodox,11/21/1986,37,4.34,47,1.83,46,0.7
Dustin Stoltzfus,,15,5,0,182.88,190.5,Orthodox,11/15/1991,32,3.49,44,2.4,40,0.7
Francis Marshall,Fire,7,2,0,175.26,182.88,Orthodox,3/3/1999,25,3.66,33,3.29,50,0.7
Phillipe Nover,The Filipino Assassin,11,8,1,175.26,182.88,Orthodox,2/3/1984,40,1.79,35,0.99,28,0.7
Chris Heatherly,Stump,9,4,0,175.26,,Orthodox,11/24/1987,36,1.08,45,3.39,50,0.7
Rodrigo Nascimento,Ze Colmeia,11,1,0,187.96,203.2,Orthodox,11/26/1992,31,4.31,48,1.2,33,0.7
Brandon Thatch,Rukus,11,5,0,187.96,187.96,Switch,7/11/1985,39,2.7,42,1.36,66,0.7
William Gomis,Jaguar,13,2,0,182.88,185.42,Southpaw,6/13/1997,27,2.62,46,1.06,60,0.7
Mike Russow,,15,3,0,185.42,185.42,Orthodox,9/11/1976,48,1.55,47,4.66,43,0.7
Buddy Roberts,,12,3,0,187.96,,Orthodox,10/17/1982,42,2.17,34,0,0,0.7
Drako Rodriguez,,7,3,0,172.72,175.26,Orthodox,6/16/1996,28,3.37,36,2.93,66,0.7
Vinicius Queiroz,Spartan,8,4,0,200.66,,Orthodox,8/29/1983,41,3.67,51,5.07,70,0.7
Tereza Bleda,,7,1,0,175.26,180.34,Orthodox,11/30/2001,22,3.02,53,1.81,27,0.7
Forrest Griffin,,19,7,0,190.5,195.58,Orthodox,3/16/1979,45,4.38,36,1.05,48,0.7
Don Frye,The Predator,20,9,1,185.42,,Orthodox,11/23/1965,58,2.87,64,0.91,57,0.7
Junior Assuncao,,16,6,0,175.26,182.88,Orthodox,6/24/1981,43,3.31,62,2.43,24,0.7
Reuben Duran,,11,7,1,170.18,180.34,Orthodox,7/2/1983,41,3.19,49,0.98,23,0.7
Gray Maynard,,13,7,1,175.26,177.8,Orthodox,5/9/1979,45,1.92,32,2.91,47,0.7
James Vick,The Texecutioner,13,5,0,190.5,193.04,Orthodox,2/23/1987,37,4.13,39,0.26,33,0.7
Brian Kelleher,Boom,24,14,0,167.64,167.64,Switch,8/19/1986,38,3.36,41,1.79,42,0.7
Diego Ferreira,,18,5,0,175.26,187.96,Orthodox,1/18/1985,39,4.66,37,0.71,22,0.7
Alex Stiebling,The Brazilian Killa,19,11,1,187.96,,Southpaw,,,1.77,42,0.35,66,0.7
Scott Askham,,14,4,0,190.5,190.5,Southpaw,5/20/1988,36,3.03,46,0.44,18,0.7
Kalindra Faria,,18,8,1,170.18,,Switch,7/23/1986,38,2.23,56,1.31,66,0.7
Keith Jardine,The Dean of Mean,17,11,2,187.96,193.04,Orthodox,10/31/1975,48,3.25,36,1.18,45,0.7
David Michaud,BullDawg,11,3,0,175.26,,Orthodox,11/10/1988,35,3.25,43,2.53,58,0.7
Luana Carolina,Dread,9,4,0,167.64,175.26,Orthodox,6/11/1993,31,4.65,50,0.15,25,0.7
Travis Lutter,The Serial Killer,10,6,0,180.34,190.5,Orthodox,5/12/1973,51,0.41,32,1.95,24,0.7
Anthony Smith,Lionheart,37,18,0,193.04,193.04,Orthodox,7/26/1988,36,3.16,48,0.52,28,0.7
John Polakowski,Buckets of Blood,2,2,0,177.8,,Orthodox,6/21/1981,43,2.6,26,0,0,0.7
Vicente Luque,The Silent Assassin,22,9,1,180.34,190.5,Orthodox,11/27/1991,32,5.17,52,1.04,60,0.7
David Baron,,17,4,1,167.64,,Switch,2/15/1973,51,1.17,30,0,0,0.7
Ricardo Abreu,Demente,5,1,0,180.34,,Orthodox,4/27/1984,40,3.79,31,2.13,42,0.7
DaMarques Johnson,Darkness,15,15,0,185.42,190.5,Orthodox,6/28/1982,42,2.11,37,1.18,55,0.7
Darrell Horcher,The Saint,13,4,0,177.8,177.8,Southpaw,7/28/1987,37,2.05,44,0.35,50,0.7
Kyle Nelson,The Monster,15,5,1,180.34,180.34,Switch,4/20/1991,33,3.46,44,1.15,20,0.7
Damien Brown,Beatdown,17,12,0,177.8,172.72,Orthodox,12/25/1984,39,3.66,38,0.68,27,0.7
Tim Kennedy,,18,6,0,180.34,187.96,Orthodox,9/1/1979,45,2.78,47,2.58,35,0.7
Gustavo Lopez,,12,6,1,165.1,170.18,Orthodox,6/27/1989,35,2.48,40,1.74,41,0.7
Yoshiro Maeda,,35,16,5,170.18,172.72,Southpaw,10/31/1981,42,2.36,33,2.93,51,0.7
Kenji Osawa,,20,11,2,170.18,167.64,Orthodox,11/4/1976,47,2.34,35,0.91,58,0.7
Yves Edwards,,42,22,1,175.26,185.42,Southpaw,9/30/1976,48,2.91,42,0.76,53,0.7
Maryna Moroz,Iron Lady,11,5,0,170.18,170.18,Orthodox,9/8/1991,33,4.15,31,0.67,22,0.7
Thiago Silva,,19,6,0,187.96,187.96,Orthodox,11/12/1982,41,3.92,50,1.03,47,0.7
Brad Blackburn,Bad Brad,18,13,1,177.8,185.42,Orthodox,5/25/1977,47,4.55,35,0.93,50,0.7
Yancy Medeiros,,15,8,0,177.8,190.5,Orthodox,9/7/1987,37,4.36,37,0.33,50,0.7
Jameel Massouh,,26,9,0,177.8,182.88,Orthodox,9/12/1984,40,1.91,54,0.67,15,0.7
Ian Heinisch,The Hurricane,14,5,0,180.34,182.88,Orthodox,8/5/1988,36,3.25,50,1.02,17,0.7
Katsuyori Shibata,,4,11,1,182.88,,Orthodox,11/17/1979,44,2.06,35,0.49,50,0.7
Steve Cantwell,The Robot,7,6,0,187.96,190.5,Orthodox,12/8/1986,37,3.63,34,0.65,30,0.7
Vanessa Demopoulos,Lil Monster,10,5,0,157.48,149.86,Orthodox,9/22/1988,36,3.44,43,0.49,13,0.7
Jeff Monson,The Snowman,60,26,1,175.26,187.96,Orthodox,1/18/1971,53,0.97,30,1.06,12,0.7
Guto Inocente,,7,4,0,190.5,,Orthodox,5/29/1986,38,4.13,66,0.67,33,0.7
Leo Kuntz,The Lion,18,4,1,177.8,,Orthodox,10/3/1983,41,1.68,32,1.99,25,0.7
Devin Powell,,9,4,0,182.88,185.42,Orthodox,3/1/1988,36,2.88,41,0,0,0.6
Marcus LeVesseur,The Prospect,22,7,0,175.26,177.8,Southpaw,7/17/1982,42,2.55,64,3.89,36,0.6
Vitor Belfort,The Phenom,26,14,0,182.88,187.96,Southpaw,4/1/1977,47,1.59,46,1.02,60,0.6
Tito Ortiz,The People's Champ,19,12,1,190.5,187.96,Orthodox,1/23/1975,49,2.59,46,2.47,35,0.6
Francisco Rivera,Cisco,11,7,0,172.72,177.8,Orthodox,10/8/1981,43,4.07,41,1.01,63,0.6
Jarred Brooks,The Monkey God,13,2,0,160.02,157.48,Switch,5/2/1993,31,2.12,46,4.54,57,0.6
Diego Nunes,The Gun,19,7,0,167.64,170.18,Orthodox,11/30/1982,41,2.72,43,1.18,44,0.6
Joseph Benavidez,,28,8,0,162.56,165.1,Southpaw,7/31/1984,40,3.52,34,1.41,30,0.6
Bryan Battle,Pooh Bear,11,2,0,185.42,195.58,Orthodox,9/21/1994,30,4.52,54,0.94,25,0.6
Mike Lullo,,8,3,0,172.72,,Orthodox,7/24/1979,45,2.48,36,1.18,11,0.6
Doug Evans,,13,10,0,175.26,,Orthodox,10/10/1980,44,1.79,35,3.19,83,0.6
Chris Tuchscherer,The Crowbar,21,4,0,187.96,193.04,Orthodox,9/8/1975,49,1.35,31,1.19,18,0.6
Yoshihisa Yamamoto,,14,25,1,187.96,,Southpaw,7/4/1970,54,1.65,38,1,20,0.6
Jessica Penne,,14,8,0,165.1,170.18,Orthodox,1/30/1983,41,2.52,31,1.32,21,0.6
Geane Herrera,La Pulga,9,3,0,165.1,167.64,Orthodox,5/27/1990,34,1.51,31,0.83,37,0.6
Nick Aguirre,Slick,7,2,0,175.26,187.96,Southpaw,1/15/1996,28,0.73,33,1.16,20,0.6
Julia Polastri,The Dragon,12,3,0,157.48,160.02,Orthodox,3/5/1998,26,6.19,52,0.62,100,0.6
Joe Riggs,Diesel,44,17,0,182.88,177.8,Southpaw,9/23/1982,42,2.41,51,2.45,55,0.6
Kazuyuki Fujita,Ironhead,15,12,0,182.88,,Orthodox,10/16/1970,54,1.05,49,2.78,36,0.6
Jonathan Goulet,The Road Warrior,23,12,0,182.88,185.42,Orthodox,7/13/1979,45,1.61,41,4.17,70,0.6
Ebenezer Fontes Braga,Pitbull,13,7,2,182.88,,Orthodox,4/14/1969,55,2.42,50,0,0,0.6
Luigi Vendramini,The Italian Stallion,9,3,0,172.72,185.42,Orthodox,1/16/1996,28,2.82,40,1.11,15,0.6
Jeka Saragih,,14,3,0,172.72,175.26,Orthodox,1/1/1995,29,2.76,50,2.37,100,0.6
Clay Guida,The Carpenter,38,21,0,170.18,177.8,Orthodox,12/8/1981,42,2.64,33,3.13,36,0.6
Chepe Mariscal,Machine Gun,15,6,1,170.18,175.26,Orthodox,10/27/1992,32,4.67,53,3.22,38,0.6
Phil Davis,Mr. Wonderful,17,4,0,187.96,200.66,Orthodox,9/25/1984,40,2.85,34,2.99,38,0.6
Kalib Starnes,,17,11,1,190.5,187.96,Orthodox,1/6/1975,49,2.71,48,1.46,33,0.6
Kazuhiro Nakamura,Kaz,21,13,0,180.34,177.8,Orthodox,7/16/1979,45,1.56,37,1.73,36,0.6
Phillip Miller,,16,0,0,180.34,,Orthodox,2/20/1979,45,1.61,54,3.62,25,0.6
Edgar Garcia,,14,5,0,177.8,180.34,Orthodox,2/22/1984,40,3.16,29,2.21,57,0.6
Kuniyoshi Hironaka,,23,9,0,177.8,177.8,Orthodox,6/17/1976,48,1.98,40,1.91,30,0.6
Raquel Pennington,Rocky,15,9,0,170.18,170.18,Orthodox,9/5/1988,36,4.02,50,0.93,27,0.6
Kyler Phillips,The Matrix,11,2,0,172.72,182.88,Orthodox,6/12/1995,29,5.36,46,2.87,46,0.6
Chan Sung Jung,The Korean Zombie,17,8,0,170.18,182.88,Orthodox,3/17/1987,37,3.93,41,0.7,44,0.6
Crosley Gracie,,2,2,0,175.26,,Orthodox,7/18/1979,45,1.69,37,3.46,85,0.6
Igor Araujo,,25,9,0,185.42,195.58,Orthodox,12/6/1980,43,1.52,42,0.86,15,0.6
Shanna Young,The Shanimal,9,6,0,170.18,165.1,Orthodox,2/20/1991,33,3.18,47,0,0,0.6
Kailin Curran,,4,5,0,162.56,165.1,Orthodox,4/11/1991,33,3.89,43,2,57,0.6
Mark Munoz,The Filipino Wrecking Machine,14,6,0,182.88,180.34,Orthodox,2/9/1978,46,3.12,51,3.17,29,0.6
Derek Brunson,The One,23,9,0,185.42,195.58,Southpaw,1/4/1984,40,3.51,47,3.14,33,0.6
Michel Prazeres,Tractor,26,4,0,167.64,170.18,Orthodox,7/25/1981,43,2.38,47,3.94,36,0.6
TJ Grant,,21,5,0,177.8,182.88,Orthodox,2/26/1984,40,3.95,54,1.63,43,0.6
Ashley Yoder,SpiderMonkey,8,9,0,170.18,175.26,Southpaw,10/20/1987,37,3.42,39,1.09,27,0.6
Jake Collier,The Prototype,13,10,0,190.5,198.12,Orthodox,10/25/1988,36,5.8,44,0.71,33,0.6
Aspen Ladd,,9,3,0,167.64,167.64,Orthodox,3/1/1995,29,3.78,47,1.56,47,0.6
Patricio Freire,Pitbull,26,4,0,165.1,165.1,,,,2.84,41,0.6,18,0.6
Payton Talbott,,7,0,0,177.8,177.8,Switch,9/9/1998,26,6.66,51,0,0,0.6
John Lineker,Hands of Stone,31,9,0,160.02,170.18,Orthodox,6/12/1990,34,5.36,40,0.56,58,0.6
Philip De Fries,,12,6,0,195.58,200.66,Orthodox,4/21/1986,38,2.3,47,3.29,42,0.6
Davi Ramos,Tasmanian Devil,10,4,0,167.64,177.8,Orthodox,11/5/1986,37,2.64,37,1.95,40,0.6
Edmen Shahbazyan,The Golden Boy,12,4,0,187.96,190.5,Orthodox,11/20/1997,26,3.46,51,2.17,39,0.6
Brian Rogers,The Professional Predator,14,9,0,180.34,,,,,4.79,38,1.22,50,0.6
Victor Henry,La Mangosta,23,6,0,170.18,172.72,Switch,5/4/1987,37,8.26,54,0,0,0.6
Fernie Garcia,,10,4,0,170.18,170.18,Orthodox,4/12/1992,32,1.8,34,0.32,50,0.6
Brendan O'Reilly,Badger,6,3,0,170.18,175.26,Orthodox,6/24/1987,37,1.9,47,2.22,43,0.6
Dong Hyun Kim,Stun Gun,22,4,1,187.96,193.04,Southpaw,11/17/1981,42,2.12,49,2.93,43,0.6
Edwin Figueroa,El Feroz,9,5,0,170.18,175.26,Orthodox,7/31/1984,40,2.57,39,0.2,100,0.6
Damian Stasiak,Webster,10,6,0,165.1,177.8,Orthodox,2/20/1990,34,1.86,36,2.64,35,0.6
Julian Erosa,Juicy J,28,12,0,185.42,187.96,Southpaw,7/31/1989,35,6.22,48,1.66,46,0.6
Hiromitsu Miura,,12,7,0,175.26,180.34,Orthodox,9/22/1981,43,2.12,34,2.23,50,0.6
Stevie Ray,Braveheart,23,9,0,177.8,177.8,Southpaw,3/25/1990,34,3.73,44,0.75,46,0.6
Wanderlei Silva,The Axe Murderer,35,13,1,180.34,187.96,Orthodox,7/3/1976,48,2.79,40,0.97,53,0.6
Rose Namajunas,Thug,12,6,0,165.1,165.1,Orthodox,6/29/1992,32,3.68,40,1.49,48,0.6
Mike Swick,Quick,15,6,0,185.42,195.58,Orthodox,6/19/1979,45,2.36,37,1.06,50,0.6
Dhiego Lima,,17,9,0,187.96,190.5,Orthodox,1/31/1989,35,3.12,39,1.26,34,0.6
Jake Matthews,The Celtic Kid,19,7,0,180.34,185.42,Orthodox,8/19/1994,30,3.3,45,1.59,40,0.6
Andrea Lee,KGB,13,8,0,167.64,175.26,Orthodox,2/11/1989,35,4.91,47,1.84,57,0.6
Jose Quinonez,Teco,9,5,0,172.72,175.26,Southpaw,7/28/1990,34,3.6,45,2.7,47,0.6
Diego Brandao,DB,22,11,0,170.18,162.56,Orthodox,5/27/1987,37,2.94,47,3.21,68,0.6
Ketlen Vieira,Fenomeno,14,3,0,172.72,172.72,Orthodox,8/26/1991,33,3.04,41,1.51,44,0.6
Ivan Jorge,Batman,27,7,0,175.26,185.42,Orthodox,11/7/1980,43,3.41,49,1.56,16,0.6
Lavar Johnson,Big,18,10,0,193.04,208.28,Orthodox,6/11/1977,47,5.39,55,0.61,66,0.6
Ken Stone,,11,4,0,172.72,180.34,Southpaw,10/8/1982,42,3.85,49,1.24,33,0.6
Francis Carmont,Limitless,25,12,0,190.5,198.12,Orthodox,10/11/1981,43,2.22,42,1.79,36,0.6
Lukasz Brzeski,The Bull,8,4,1,193.04,198.12,Orthodox,5/17/1992,32,5.08,48,0.64,50,0.6
Hatsu Hioki,,29,10,2,180.34,185.42,Orthodox,7/18/1983,41,2.42,42,2.55,56,0.6
Zak Cummings,,25,7,0,182.88,190.5,Southpaw,8/2/1984,40,2.96,35,0.62,28,0.6
Albert Duraev,,16,5,0,180.34,190.5,Orthodox,1/5/1989,35,2.99,40,1.97,29,0.6
Melquizael Costa,Melk Cauthy,20,6,0,177.8,180.34,Southpaw,9/14/1996,28,5.11,45,1.87,37,0.6
Arlene Blencowe,Angerfist,9,6,0,165.1,,,,,2.31,43,0,0,0.6
Kevin Jordan,The Shaman,11,9,0,190.5,,Orthodox,12/31/1970,53,2,40,0,0,0.6
Johil de Oliveira,,17,15,1,167.64,,Orthodox,,,0.51,34,1.1,50,0.6
Fabio Maldonado,Caipira de Aco,23,11,0,185.42,190.5,Orthodox,3/17/1980,44,5.29,58,0.44,57,0.6
Sumudaerji,The Tibetan Eagle,16,5,0,172.72,182.88,Southpaw,1/20/1996,28,4.83,54,0.32,100,0.6
Henry Briones,Bure,16,8,1,172.72,175.26,Orthodox,10/22/1980,44,3.47,42,0,0,0.6
Rafael Dos Anjos,,32,15,0,172.72,177.8,Southpaw,10/26/1984,40,3.52,47,2.01,35,0.6
Alex Oliveira,Cowboy,22,12,1,180.34,193.04,Orthodox,2/21/1988,36,2.99,51,2.35,38,0.6
Wilson Reis,,23,10,0,162.56,165.1,Southpaw,1/6/1985,39,1.83,29,5.15,42,0.6
Alexa Grasso,,16,3,1,165.1,167.64,Orthodox,8/9/1993,31,4.67,43,0.41,45,0.6
Jose Johnson,Lobo Solitario,16,8,0,182.88,180.34,Orthodox,5/20/1995,29,2.8,60,0.62,50,0.6
Michel Pereira,Demolidor,29,11,0,185.42,185.42,Orthodox,10/6/1993,31,5.09,53,1.56,55,0.6
Aaron Phillips,The Dragon,12,5,0,175.26,180.34,Southpaw,8/5/1989,35,1.51,53,0.86,50,0.6
Luan Lacerda,,12,3,0,170.18,180.34,Orthodox,1/7/1993,31,4.52,44,1.26,25,0.6
Mac Danzig,,21,12,1,172.72,177.8,Orthodox,1/2/1980,44,3.39,48,1.2,37,0.6
Bibiano Fernandes,,20,3,0,170.18,,Orthodox,3/30/1980,44,2.91,40,3.97,53,0.6
Jussier Formiga,,23,8,0,165.1,170.18,Orthodox,4/14/1985,39,1.42,39,1.82,35,0.6
Mike Brown,,26,9,0,167.64,177.8,Orthodox,9/8/1975,49,2.98,44,3.23,40,0.6
Jacob Rosales,The Lil Badger,13,7,0,180.34,187.96,Orthodox,7/28/1995,29,7.19,46,1.12,18,0.6
Lisa Ellis,,15,11,0,162.56,,,,,1.68,48,4.19,63,0.6
Kazuo Misaki,Hitman,25,11,2,172.72,,Orthodox,4/25/1976,48,2.85,40,0.72,38,0.6
Anthony Johnson,Rumble,22,6,0,187.96,198.12,Orthodox,3/6/1984,40,3.25,47,2.43,57,0.6
Sage Northcutt,Super,11,2,0,182.88,180.34,Orthodox,3/1/1996,28,3.58,52,1.81,34,0.6
Martin Day,The Spartan,8,6,0,177.8,185.42,Orthodox,11/10/1988,35,3.97,45,0.72,60,0.5
Mana Martinez,ManaBoi,10,4,0,177.8,177.8,Orthodox,3/25/1996,28,4.33,48,0.72,42,0.5
Taylor Lapilus,Double Impact,19,3,0,167.64,185.42,Southpaw,4/8/1992,32,4.18,47,0.45,40,0.5
Eddie Alvarez,,29,6,0,175.26,175.26,Orthodox,1/11/1984,40,4.32,41,2.92,36,0.5
Tom DeBlass,,9,2,0,182.88,,Orthodox,5/14/1982,42,1.5,35,1,50,0.5
Pearl Gonzalez,,6,3,0,162.56,,Orthodox,8/12/1986,38,2.23,37,1.04,11,0.5
Mike Rhodes,Biggie,10,5,0,185.42,187.96,Orthodox,12/4/1989,34,3.2,39,0.96,33,0.5
Randy Couture,The Natural,19,11,0,185.42,190.5,Orthodox,6/22/1963,61,2.85,57,2.78,46,0.5
Gilbert Burns,Durinho,22,6,0,177.8,180.34,Orthodox,7/20/1986,38,3.36,48,1.95,35,0.5
Parker Porter,,14,9,0,182.88,190.5,Orthodox,4/22/1985,39,6.55,50,1.35,26,0.5
